,date,symbol,close,daily_bias,daily_bias_pct,bb_position,bb_pct,position_state,vol_state,bb_width_pctl,bb_squeezing,wr_value,wr_in_momentum,wr_trend,wr_phase,wr_bars_since_cross50,entry_valid,adv_cr,mfi_value,mfi_state,mfi_diverge,mfi_reliable,momentum_pass,full_entry,fwd_1d,fwd_3d,fwd_5d,fwd_10d,fwd_20d,fwd_max_dd_5d,fwd_max_up_5d
165,2022-06-21,SYN001,1091.4189186855385,BULLISH,2.6150177952933418,above_upper,1.3902115899796257,RIDING_UPPER,NORMAL,37.0,False,-5.525147386714852,True,rising,LATE,99,True,1287.17,38.27,FALLING,True,False,True,True,-2.737116008220941,-1.2918895379396944,-2.935655078275179,0.10956838373925581,-1.6020368410810004,-2.935655078275179,-1.2918895379396944
166,2022-06-28,SYN001,1059.3786237738905,BEARISH,-0.29586498127662536,below_mid,0.3956015444499385,MID_BAND_BROKEN,NORMAL,36.0,False,-29.643301929502666,False,falling,NONE,99,False,1239.59,44.0,FALLING,False,False,False,False,0.3951392207771409,1.706440784637353,3.137324487658355,2.778010063959324,0.657055542014584,0.3951392207771409,3.137324487658355
167,2022-07-05,SYN001,1092.6147687545667,BULLISH,2.2773601352926063,above_upper,1.3175526795442913,RIDING_UPPER,NORMAL,37.0,False,-7.036838719914171,True,rising,LATE,99,True,1226.46,48.94,NEUTRAL,False,False,True,True,0.596130732562461,-0.9488526418512166,-0.34838447233719316,-1.709731899212008,-1.8552758248845946,-1.4895117223260979,0.596130732562461
168,2022-07-12,SYN001,1088.8082685577629,BULLISH,1.1032233211440832,above_upper,1.0182162845674163,RIDING_UPPER,SQUEEZE,6.0,True,-19.11832957971178,True,rising,LATE,99,True,1780.99,62.37,RISING,False,False,True,True,0.04826367496699735,-1.094351423684814,-1.366106730599781,-2.063626762791826,-3.1882522058321094,-1.946205055083583,0.04826367496699735
169,2022-07-19,SYN001,1073.9339855176684,NEUTRAL,-0.19333322563702943,below_mid,0.408853219329853,MID_BAND_BROKEN,SQUEEZE,6.0,True,-41.64873518231291,False,rising,NONE,0,False,2058.48,55.62,RISING,True,False,False,False,-0.4905863252258058,-0.9456033463485225,-0.7071808777606492,-0.1480756218136925,-0.4627610431190754,-1.472328745913054,-0.4905863252258058
170,2022-07-26,SYN001,1066.3393297323146,BEARISH,-0.9129137076703425,below_mid,0.049244283689061655,MID_BAND_BROKEN,SQUEEZE,5.0,True,-53.86706921705168,False,falling,NONE,5,False,2269.44,47.19,NEUTRAL,True,False,False,False,-0.20346191027837968,-0.19206030902516602,0.5630873016694515,-1.1483225341787695,-1.7454591858073187,-0.20346191027837968,0.5630873016694515
171,2022-08-02,SYN001,1072.3437510907445,NEUTRAL,-0.15095838457298344,below_mid,0.4238026369034626,MID_BAND_BROKEN,SQUEEZE,4.0,True,-45.24268924537351,False,rising,NONE,1,False,2549.43,48.35,NEUTRAL,False,False,False,False,-1.1010816868696427,-1.149343134137737,-1.7018270637558452,-0.3151520847144873,-4.50976757628051,-1.7018270637558452,-0.43689245421288936
172,2022-08-09,SYN001,1054.0943149181876,BEARISH,-1.2533363166299294,near_lower,-0.35183610388139086,MID_BAND_BROKEN,SQUEEZE,0.0,True,-71.45505217357656,False,falling,NONE,6,False,2242.2,55.78,RISING,False,False,False,False,1.6095729423911243,2.300868184572513,1.4106823531102153,-0.6040733621693106,-5.077408603833689,0.4257159434376101,2.300868184572513
173,2022-08-16,SYN001,1068.9642374038765,BULLISH,0.30890435631022917,riding,0.783693650042733,CONSOLIDATING,SQUEEZE,1.0,True,-52.5140390635479,False,falling,NONE,2,False,2230.04,56.37,RISING,False,False,False,False,0.23283478131694846,-1.6175928322933908,-1.9867292759792154,-4.207876702716861,-2.8843320638537007,-1.9867292759792154,0.23283478131694846
174,2022-08-23,SYN001,1047.7268119496257,BEARISH,-1.526958418416931,near_lower,-0.5376314615177102,MID_BAND_BROKEN,SQUEEZE,10.0,True,-92.99816153528342,False,falling,NONE,4,False,2276.31,43.95,FALLING,False,False,False,False,-0.9876094379394962,-0.9365687791494159,-2.266170091386699,-4.500521694378767,1.3247517741378445,-2.266170091386699,0.24992537585297736
175,2022-08-30,SYN001,1023.9835402977839,BEARISH,-3.0878390138425202,near_lower,-0.665388845362917,MID_BAND_BROKEN,NORMAL,51.0,False,-95.42097908645117,False,falling,NONE,9,False,2191.25,37.02,FALLING,False,False,False,False,-0.7360129107043312,-0.3835549168062391,-2.2861598743048384,1.381684206702083,4.847792616905244,-2.2861598743048384,-0.3835549168062391
176,2022-09-06,SYN001,1000.5736394800098,BEARISH,-4.246579685036052,near_lower,-0.46258922507746625,MID_BAND_BROKEN,NORMAL,75.0,False,-92.07531746035123,False,flat,NONE,14,False,2195.09,36.18,FALLING,False,False,False,False,0.9810447306860537,2.039989738567205,3.7536587204931804,6.099796116031486,7.527580059497363,0.19155853018977265,3.7536587204931804
177,2022-09-13,SYN001,1038.1317591533073,BULLISH,0.579725262823656,riding,0.6481774035739225,CONSOLIDATING,NORMAL,70.0,False,-58.58816852819557,False,rising,NONE,19,False,2529.83,59.17,RISING,False,False,False,False,0.8306671046682146,1.5763583613458199,2.261257505972547,3.418870417595632,5.001488907544038,0.44540956378331664,2.261257505972547
178,2022-09-20,SYN001,1061.6065914790463,BULLISH,2.9770005348387754,above_upper,1.331858793692345,RIDING_UPPER,NORMAL,73.0,False,-30.19020106101887,False,rising,NONE,4,False,2484.32,72.92,STRONG,False,False,False,False,0.586125051671682,1.8394524439482085,1.1320151344271112,1.3456990453633244,0.049211028500661946,0.586125051671682,2.5770924432857223
179,2022-09-27,SYN001,1073.6241387626649,BULLISH,3.1551862637091146,above_upper,1.0849153541507888,RIDING_UPPER,EXPANDED,89.0,False,-20.930143412481097,False,falling,NONE,9,False,2463.71,72.99,STRONG,False,False,False,False,1.1124198371900818,-0.5332139246653322,0.21129205291932074,1.5302995319499635,-2.284489074266838,-1.3488723496068666,1.1124198371900818
180,2022-10-04,SYN001,1075.892621246094,BULLISH,2.006052343129893,riding,0.9209053712733059,RIDING_UPPER,EXPANDED,87.0,False,-18.74108174290187,True,rising,LATE,14,True,2312.22,78.92,STRONG,False,False,True,True,-0.03148709244248371,2.207045595148127,1.316226397254816,-1.279272854275093,-2.3016512964887936,-0.03148709244248371,2.7278365702650964
181,2022-10-11,SYN001,1090.0538039330518,BULLISH,1.554227464826979,riding,0.9836046885899885,FIRST_DIP,NORMAL,67.0,False,-16.241418774924515,True,falling,LATE,19,True,1689.78,65.2,RISING,False,False,False,False,-0.0874336964998057,-0.7421431622171015,-2.5617804213839412,-3.7572908026498486,2.249198919243711,-2.5617804213839412,0.772644757751495
182,2022-10-18,SYN001,1062.129019001344,BEARISH,-1.6569695425351478,near_lower,-0.15318717799749784,MID_BAND_BROKEN,NORMAL,41.0,False,-40.01881341266427,False,falling,NONE,24,False,1906.5,61.18,RISING,False,False,False,False,-1.222611700876941,-0.8454074713651782,-1.2269419396578107,-1.0356269364837023,3.7143439439696113,-2.341012216208571,-0.8454074713651782
183,2022-10-25,SYN001,1049.0973126139404,BEARISH,-2.1696197172170315,near_lower,-0.07468284261260398,MID_BAND_BROKEN,NORMAL,79.0,False,-51.115050190646095,False,rising,NONE,2,False,2099.82,66.06,RISING,False,False,False,False,0.4937939912664113,0.24286756130855736,0.19369148524006619,6.240981547575708,1.8271135861122945,0.09625526136634033,0.5560745347810148
184,2022-11-01,SYN001,1051.129324780356,BEARISH,-1.5788071849932936,below_mid,0.1104612750950717,MID_BAND_BROKEN,EXPANDED,83.0,False,-49.384832561120476,False,flat,NONE,0,False,1981.84,60.25,RISING,False,False,False,False,0.5802408242149282,2.5435426919315773,6.035599619788923,4.799677634904764,1.4887244516177844,0.5802408242149282,6.035599619788923
185,2022-11-08,SYN001,1114.571282310289,BULLISH,4.670538493308791,above_upper,1.7389865270470253,RIDING_UPPER,NORMAL,72.0,False,-3.256984492321475,True,rising,DEVELOPING,5,True,2221.39,84.53,STRONG,False,False,True,True,-0.8864801823339596,-1.6337059879396376,-1.1655726843775027,-4.15458130861378,-2.0819330413293757,-2.3969033687725183,-0.8864801823339596
186,2022-11-15,SYN001,1101.5801438957642,BULLISH,3.006598661909272,above_upper,1.1712228275231407,RIDING_UPPER,EXPANDED,89.0,False,-13.875539052655771,True,flat,DEVELOPING,10,True,2015.21,77.24,STRONG,False,False,True,True,-1.5850212974386824,-2.6096913792608367,-3.024258555868431,-3.1593161906675937,-1.1539327622362872,-3.5278104417352463,-0.9398085929239297
187,2022-11-22,SYN001,1068.2655121442488,BEARISH,-0.7835157269789323,below_mid,0.2927478094103859,MID_BAND_BROKEN,NORMAL,64.0,False,-60.38208088344966,False,rising,NONE,15,False,1940.44,66.94,RISING,False,False,False,False,-0.4249230983854213,0.0015258561542275118,-0.13926950471110366,2.162490701781117,2.783723398836746,-0.8414029750880125,0.0015258561542275118
188,2022-11-29,SYN001,1066.777744056486,BEARISH,-1.1973777553559783,below_mid,0.12088435480453336,MID_BAND_BROKEN,NORMAL,42.0,False,-62.162996761374224,False,rising,NONE,20,False,2213.03,45.34,NEUTRAL,False,False,False,False,0.46209981045666204,1.4086702956542352,2.3049703272507216,2.070806761732147,2.4732554485015434,0.46209981045666204,2.3049703272507216
189,2022-12-06,SYN001,1091.3666545147025,BULLISH,1.0634340516333514,riding,0.9002707911153729,CONSOLIDATING,NORMAL,33.0,False,-32.72912100070168,False,rising,NONE,3,False,2258.59,43.61,FALLING,True,False,False,False,-0.03579309796005736,-0.4514076565808822,-0.22888777032975538,0.6080829595952686,-1.844380648649746,-0.4514076565808822,0.8000962871651973
190,2022-12-13,SYN001,1088.8686497130614,BULLISH,0.9791884621672144,riding,0.9307586989696726,FIRST_DIP,NORMAL,23.0,False,-35.71932925356473,False,falling,NONE,8,False,2253.75,41.09,FALLING,True,False,False,False,-0.60599618264644,0.41051384236061583,0.838890848483631,0.39428383054604943,-1.0590065118076808,-0.7473265624225456,1.5187887426542535
191,2022-12-20,SYN001,1098.0030691675115,BULLISH,1.4472188512329032,above_upper,1.0921196110287428,RIDING_UPPER,NORMAL,25.0,False,-24.78507627700333,False,falling,NONE,13,False,2196.84,44.68,FALLING,False,False,False,False,0.9193267428911911,0.16646331984160323,-0.4409082787370622,-2.4376407303476233,-2.124772094232308,-0.4409082787370622,1.3920638044383704
192,2022-12-27,SYN001,1093.161882734765,NEUTRAL,0.12180320056497729,riding,0.5625027260502108,RIDING_UPPER,SQUEEZE,12.0,True,-34.67836955159272,False,falling,NONE,18,False,2143.46,51.34,NEUTRAL,False,False,False,False,-1.4688142992438036,-2.9564797184904457,-2.0055751986979176,-1.4475827576067024,-2.15530341750938,-2.9564797184904457,-1.4688142992438036
193,2023-01-03,SYN001,1071.2376991330173,BEARISH,-1.6067137826209543,near_lower,-0.10282234995280248,MID_BAND_BROKEN,NORMAL,33.0,False,-65.06659068689609,False,rising,NONE,23,False,2183.85,53.19,NEUTRAL,False,False,False,False,0.2523134593397369,-0.08948205102800033,0.5694124356795172,0.3206858038873106,0.8785062792873832,-0.08948205102800033,0.6453047611583385
194,2023-01-10,SYN001,1077.3374598075677,BEARISH,-0.6447241288068902,below_mid,0.2745181399469267,MID_BAND_BROKEN,NORMAL,35.0,False,-66.38774234072133,False,falling,NONE,28,False,2183.36,51.84,NEUTRAL,False,False,False,False,-1.3846313561539203,-0.9339201697532329,-0.24731837023634906,-0.7181159830529804,0.4848227928847981,-1.3846313561539203,-0.12064702909053704
195,2023-01-17,SYN001,1074.673006360026,BEARISH,-0.36903986028489516,below_mid,0.3701883109823326,MID_BAND_BROKEN,NORMAL,28.000000000000004,False,-71.29389451651284,False,falling,NONE,33,False,2101.54,50.74,NEUTRAL,False,False,False,False,-0.7875519866456515,-1.5058857582996965,-0.4719648686378308,0.5560373425780973,1.0690203955281419,-1.5058857582996965,0.08479169153012833
196,2023-01-24,SYN001,1069.6009273172726,NEUTRAL,0.0011841882326083437,riding,0.5010383390024772,CONSOLIDATING,SQUEEZE,0.0,True,-77.01955329488723,False,falling,NONE,38,False,2095.63,42.88,FALLING,True,False,False,False,0.8893773267807825,0.028670661940366493,1.0328770279239619,1.2116397546731106,2.3569903646516455,-0.724493181885566,1.0328770279239619
197,2023-01-31,SYN001,1080.6485895859944,BULLISH,0.9445336497723475,above_upper,1.279774832865971,RIDING_UPPER,SQUEEZE,5.0,True,-61.363486045487996,False,rising,NONE,43,False,2313.33,36.61,FALLING,True,False,False,False,1.1763535820683124,0.957033551485087,0.1769352036760763,0.5101464481962248,0.25085174006991284,0.1594401696543235,1.1763535820683124
198,2023-02-07,SYN001,1082.560637369001,BULLISH,0.8169605162763053,riding,0.9324543640711632,RIDING_UPPER,SQUEEZE,13.0,True,-58.653849567953046,False,flat,NONE,2,False,2354.69,44.71,FALLING,False,False,False,False,-0.30268185815440773,-0.09018208809629114,0.33262271783689457,1.1316392193178038,-0.935077178450272,-0.6012237148015798,0.781778647472664
199,2023-02-14,SYN001,1086.16147998325,BULLISH,0.8337258141912336,riding,0.9344064362085801,CONSOLIDATING,SQUEEZE,18.0,True,-53.550956960274725,False,rising,NONE,3,False,2380.33,42.87,FALLING,True,False,False,False,0.6086266686960995,0.22467262653544928,0.7963676019194343,-0.25797863926102504,-5.264944229846902,0.22467262653544928,1.4399479665061055
200,2023-02-21,SYN001,1094.8113181143653,BULLISH,0.9592551081318124,above_upper,1.022347076212025,RIDING_UPPER,SQUEEZE,12.0,True,-41.292938550301386,False,falling,NONE,1,False,2479.95,49.88,NEUTRAL,False,False,False,False,-0.7690924441141389,-1.4820841958527953,-1.0460161077871954,-2.0435903281327383,-10.133210283763205,-1.4820841958527953,-0.3197334881269942
201,2023-02-28,SYN001,1083.3594153770118,BEARISH,-0.40346474106592856,below_mid,0.17117420979837136,MID_BAND_BROKEN,SQUEEZE,6.0,True,-57.52187052056975,False,falling,NONE,1,False,1934.59,50.95,NEUTRAL,False,False,False,False,0.5813071209473941,2.132889660494941,-1.0081193107214115,-5.019915901320148,-7.49222717461323,-1.0081193107214115,2.132889660494941
202,2023-03-07,SYN001,1072.4378599060776,BEARISH,-1.4525618810579726,near_lower,-0.4175321531839379,MID_BAND_BROKEN,SQUEEZE,14.000000000000002,True,-69.1907602231797,False,falling,NONE,4,False,1918.03,38.61,FALLING,False,False,False,False,-0.9346530061366987,-1.6426685609732372,-4.0526521596161995,-8.258387565172043,-4.4290421296352855,-4.0526521596161995,-0.8636610345556295
203,2023-03-14,SYN001,1028.9756838160522,BEARISH,-4.72258537465078,near_lower,-0.7373235841033772,MID_BAND_BROKEN,EXPANDED,85.0,False,-97.68399998642816,False,flat,NONE,9,False,1754.07,31.35,FALLING,False,False,False,False,-1.7593988302612495,-2.2528193247022488,-4.3833784885356275,-2.602978610467921,-0.7648866646823738,-4.756680133644798,-0.9019423755456835
204,2023-03-21,SYN001,983.871785039397,BEARISH,-6.850377421148017,near_lower,-0.43095608681592845,MID_BAND_BROKEN,EXPANDED,99.0,False,-89.97635191856655,False,rising,NONE,14,False,1851.86,34.76,FALLING,False,False,False,False,-1.0521391138331504,0.8286645249464986,1.8620192283767656,4.174055081337347,5.333665819468103,-1.0521391138331504,2.2687966850507335
205,2023-03-28,SYN001,1002.1916668594043,BEARISH,-3.0067129751544255,below_mid,0.1306102307914486,MID_BAND_BROKEN,EXPANDED,96.0,False,-77.42748386180037,False,falling,NONE,19,False,1864.91,42.23,FALLING,False,False,False,False,2.3737825410584668,2.369175189467798,2.269772257093128,1.8872157685749347,3.2432487410713584,2.003575482168607,3.000463094677608
206,2023-04-04,SYN001,1024.9391352766784,BULLISH,0.7277214134404189,riding,0.6434299514793662,RIDING_UPPER,EXPANDED,86.0,False,-61.84577964566951,False,rising,NONE,24,False,1561.48,51.69,NEUTRAL,False,False,False,False,1.5114489860090563,-0.20910242385430156,-0.37406604128981114,1.1131473544207848,-2.6741426515000555,-0.5127057338232932,1.5114489860090563
207,2023-04-11,SYN001,1021.1051860277189,BULLISH,0.9112862622153068,riding,0.7455775739350647,RIDING_UPPER,NORMAL,79.0,False,-64.47198235452034,False,flat,NONE,29,False,1532.93,39.73,FALLING,True,False,False,False,-0.7062431166174443,0.7002841861065257,1.4927974440138936,1.330915721140613,-3.58917824550008,-0.7062431166174443,1.4927974440138936
208,2023-04-18,SYN001,1036.348218145434,BULLISH,1.8016408920755302,above_upper,1.0581614549075442,RIDING_UPPER,NORMAL,74.0,False,-54.03071418971407,False,rising,NONE,34,False,1091.77,39.38,FALLING,False,False,False,False,0.5948310575204507,-2.71381948262035,-0.15950070049313148,-3.7455960031049784,-3.4203598460965767,-2.71381948262035,0.5948310575204507
209,2023-04-25,SYN001,1034.695235477944,BULLISH,0.7402444215760314,riding,0.9256105672204891,CONSOLIDATING,SQUEEZE,18.0,True,-55.16298467040027,False,rising,NONE,4,False,1640.43,63.59,RISING,False,False,False,False,-1.5099777512595725,-2.0577142297309337,-3.591824287510914,-4.855471730049921,-0.8958120296157168,-3.591824287510914,-1.5099777512595725
210,2023-05-02,SYN001,997.5308007083289,BEARISH,-2.414930309235035,near_lower,-0.42561219301479086,MID_BAND_BROKEN,NORMAL,60.0,False,-80.6201133194979,False,falling,NONE,9,False,1714.75,64.83,RISING,False,False,False,False,0.6354612312233998,-0.7642970031175422,-1.31072643289869,0.3378922350596003,1.2239837050319835,-1.6541739000855427,0.6354612312233998
211,2023-05-09,SYN001,984.4559008271389,BEARISH,-2.7931374809397096,near_lower,-0.2425374012954865,MID_BAND_BROKEN,NORMAL,78.0,False,-89.57624060659063,False,rising,NONE,14,False,1689.88,34.55,FALLING,False,False,False,False,0.8370942224938505,3.3551082633731744,1.6705145436472835,4.161731391635692,3.7499777146562607,0.8370942224938505,4.272721175210736
212,2023-05-16,SYN001,1000.9013798262501,BEARISH,-0.7914378617652031,below_mid,0.28243840779148455,MID_BAND_BROKEN,NORMAL,70.0,False,-67.30719781849952,False,falling,NONE,1,False,1767.78,52.33,NEUTRAL,False,False,False,False,2.5921214171870544,3.1469470477398342,2.4502844892349884,0.8831075182410331,2.1214493743907825,2.427609547851528,3.1469470477398342
213,2023-05-23,SYN001,1025.4263110886718,BULLISH,1.7028911066476324,above_upper,1.0222905587013922,RIDING_UPPER,NORMAL,64.0,False,-28.9026244039093,False,falling,NONE,4,False,1448.72,50.93,NEUTRAL,False,False,False,False,-0.13194490453602992,0.18345931463026321,-1.5296950894837513,-0.39530225878378067,-0.4369840694174121,-1.5296950894837513,0.58669521221002
214,2023-05-30,SYN001,1009.740415161674,BEARISH,-0.222286074859589,below_mid,0.4352008105750022,MID_BAND_BROKEN,NORMAL,64.0,False,-49.159362171133196,False,falling,NONE,9,False,1641.96,46.76,NEUTRAL,False,False,False,False,-0.2151169707481415,-0.062288024117462815,1.1520151498777498,1.2275016963824603,-1.847890193156121,-1.7260104921786423,1.1520151498777498
215,2023-06-06,SYN001,1021.3727777187751,BULLISH,0.4260142955614337,riding,0.6769172172055636,CONSOLIDATING,NORMAL,43.0,False,-37.42098064499127,False,rising,NONE,1,False,1834.27,51.17,NEUTRAL,False,False,False,False,0.34782249237941265,1.551620050887137,0.07462683407035708,-0.04184723369365928,-3.8640149053712824,0.07462683407035708,1.551620050887137
216,2023-06-13,SYN001,1022.134995886843,NEUTRAL,0.03806214239208087,riding,0.5182821594736332,RIDING_UPPER,NORMAL,35.0,False,-36.36045569746142,False,falling,NONE,6,False,2218.93,62.3,RISING,False,False,False,False,-0.44604309907757544,-0.6879751227074515,-0.11638721167266386,-3.038099170680697,-1.7131178328423924,-0.8470268428746763,0.36857270917700635
217,2023-06-20,SYN001,1020.9453614655997,NEUTRAL,0.14887993576443817,riding,0.5746289457591507,CONSOLIDATING,NORMAL,28.000000000000004,False,-38.0156733700692,False,falling,NONE,11,False,2175.43,60.81,RISING,True,False,False,False,-1.1897999324498088,-0.38181588597999694,-2.9251164204479707,-3.8237678127301167,-3.6995030046268917,-2.9251164204479707,-0.38181588597999694
218,2023-06-27,SYN001,991.0815210535676,BEARISH,-2.39892364145783,near_lower,-0.5358973715930963,MID_BAND_BROKEN,NORMAL,42.0,False,-79.5672252916049,False,falling,NONE,2,False,2394.77,52.39,NEUTRAL,False,False,False,False,-0.2134601331475694,-0.6101502192941366,-0.9257300747064101,1.3664968678477774,-3.0310486662386893,-0.9257300747064101,0.5154462238461832
219,2023-07-04,SYN001,981.9067813483169,BEARISH,-2.791709122330929,near_lower,-0.34987252471949065,MID_BAND_BROKEN,NORMAL,56.99999999999999,False,-91.31097944487843,False,falling,NONE,7,False,2442.67,49.02,NEUTRAL,False,False,False,False,1.4989689074137669,1.8760320943458364,2.313645050609625,0.12920531952349545,-0.20724245305928646,1.4989689074137669,2.681374105717782
220,2023-07-11,SYN001,1004.6246189965826,NEUTRAL,0.07615589205511916,riding,0.5303111839808455,CONSOLIDATING,NORMAL,36.0,False,-57.93151033163313,False,falling,NONE,12,False,2849.22,67.18,RISING,False,False,False,False,-0.23971320300163468,-1.8950090327408131,-2.13504242763084,-4.338263301946377,-0.521226430190902,-2.6098184524170898,-0.23971320300163468
221,2023-07-18,SYN001,983.175457142581,BEARISH,-1.3182262192489842,near_lower,-0.10537268831606546,MID_BAND_BROKEN,NORMAL,24.0,False,-88.76450719391295,False,falling,NONE,17,False,2859.54,72.04,STRONG,False,False,False,False,-0.6405834766319063,-0.5165835539893693,-2.2512868027212862,-0.33601362510482513,-2.2369516734562445,-2.2512868027212862,-0.06686465147437426
222,2023-07-25,SYN001,961.0413578283353,BEARISH,-2.757241224148134,near_lower,-0.5910220638071341,MID_BAND_BROKEN,NORMAL,36.0,False,-95.01591928946318,False,rising,NONE,22,False,2545.01,60.9,RISING,False,False,False,False,-0.8611813712701366,-0.4696691382783613,1.9593845432532841,3.9901396352478358,3.082084783837402,-1.1584240994503947,1.9593845432532841
223,2023-08-01,SYN001,979.8718536478953,NEUTRAL,-0.1665524279146769,below_mid,0.4549250940104978,MID_BAND_BROKEN,NORMAL,71.0,False,-61.56371026189208,False,rising,NONE,27,False,2460.4,42.08,FALLING,False,False,False,False,0.9389946377413416,3.1227858525443075,1.9917294529500307,-1.9073469941297216,1.9241164221786455,0.9389946377413416,3.1227858525443075
224,2023-08-08,SYN001,999.3882499581678,BULLISH,1.9442626791151625,above_upper,1.0606936280044374,RIDING_UPPER,NORMAL,65.0,False,-42.843058960567205,False,rising,NONE,3,False,1630.93,54.28,NEUTRAL,False,False,False,False,-0.0654122447645844,-2.4254715246664227,-3.8229339457161005,-0.8732124551380616,-0.25129961383649757,-3.8229339457161005,-0.0654122447645844
225,2023-08-15,SYN001,961.1822973010189,BEARISH,-1.7383664291079928,below_mid,0.004372336919249431,MID_BAND_BROKEN,NORMAL,71.0,False,-79.49123447199301,False,falling,NONE,8,False,1463.44,65.95,RISING,False,False,False,False,1.2538822604283517,4.6584825045198786,3.066969716993828,3.905963697484127,7.903869747303904,1.2538822604283517,4.6584825045198786
226,2023-08-22,SYN001,990.6614672843467,BULLISH,0.8174330300838358,riding,0.7213230562831975,RIDING_UPPER,EXPANDED,81.0,False,-44.857119600410236,False,falling,NONE,3,False,1548.4,68.98,RISING,False,False,False,False,0.9373596412616481,-0.7290028311188967,0.8140279885923363,0.6273913002780462,-0.13950329114043036,-0.7290028311188967,2.035864189821446
227,2023-08-29,SYN001,998.7257289002407,BULLISH,0.694011664072849,riding,0.7666547223575287,FIRST_DIP,NORMAL,36.0,False,-31.298531305120076,False,falling,NONE,1,False,1404.97,57.96,RISING,True,False,False,False,1.153442075612432,1.2474618043396335,-0.18512968089658965,3.847619431603988,0.3684453404343424,-0.18512968089658965,1.549207238458461
228,2023-09-05,SYN001,996.8767911452956,BULLISH,0.23064707411517119,riding,0.5765345704544791,FIRST_DIP,NORMAL,52.0,False,-33.071333206741095,False,falling,NONE,6,False,1450.63,63.46,RISING,False,False,False,False,1.8450824528500887,1.4925778065567608,4.040228775139476,-0.762113159755895,0.46146684134646954,1.4925778065567608,4.209921535401118
229,2023-09-12,SYN001,1037.152894113835,BULLISH,3.1169127165421915,above_upper,1.4694438015680011,RIDING_UPPER,NORMAL,56.99999999999999,False,-6.905015161358602,True,falling,LATE,11,True,1426.53,61.76,RISING,False,False,True,True,-0.7369957594035248,-2.6931280397557655,-4.615850994786452,-3.3502685090062045,-2.0380700602546042,-4.615850994786452,-0.7369957594035248
230,2023-09-19,SYN001,989.279461933425,BEARISH,-2.075245694170705,near_lower,-0.22630764007612308,MID_BAND_BROKEN,NORMAL,39.0,False,-52.68545142804757,False,falling,NONE,16,False,1371.09,38.63,FALLING,False,False,False,False,0.19810777582789374,0.5382067714186922,1.3268268354641233,1.2329766786268959,4.320197237596579,-0.4776569979395906,1.3268268354641233
231,2023-09-26,SYN001,1002.4054873120926,BEARISH,-0.625331827750393,below_mid,0.29913701348151756,MID_BAND_BROKEN,NORMAL,53.0,False,-40.133287505091246,False,rising,NONE,0,False,1584.9,39.52,FALLING,False,False,False,False,0.5738845344655186,-0.5775124511977925,-0.09262123345638029,1.3576845258735926,4.6486481722886275,-0.7785870919352234,0.5738845344655186
232,2023-10-03,SYN001,1001.4770469855098,BEARISH,-0.49180264382341293,below_mid,0.34529120443215305,MID_BAND_BROKEN,NORMAL,61.0,False,-41.02113701290121,False,rising,NONE,5,False,1699.55,40.54,FALLING,False,False,False,False,1.3383981732151495,1.980154934770706,1.4516502957393485,3.049619462213715,4.097616670233584,1.3383981732151495,2.147235352128063
233,2023-10-10,SYN001,1016.0149914998367,BULLISH,1.1013001007503582,riding,0.9180429635436895,RIDING_UPPER,NORMAL,30.0,False,-32.32315988852386,False,falling,NONE,10,False,2001.17,47.08,NEUTRAL,False,False,False,False,1.041735473110772,1.9616598073534774,1.5751041622449335,3.246881242215993,1.5728534231638003,1.041735473110772,2.7022945420158706
234,2023-10-17,SYN001,1032.018285919983,BULLISH,2.0443842353551656,above_upper,1.0763314092933076,RIDING_UPPER,EXPANDED,89.0,False,-15.946648051218762,True,falling,LATE,15,True,2050.76,52.92,NEUTRAL,False,False,True,True,1.2924526547668291,0.20324705517511532,1.645853178059009,1.0169830936679336,2.9365937332238135,0.20324705517511532,2.0543302807315644
235,2023-10-24,SYN001,1049.0037916769472,BULLISH,2.379380331470732,above_upper,1.1712748156049442,RIDING_UPPER,EXPANDED,84.0,False,-6.29521995278682,True,falling,LATE,20,True,2095.38,44.76,FALLING,False,False,True,True,-0.2667897451460788,-1.0569202274305578,-0.6186873981857688,-1.621383424768974,-1.2947714604613192,-1.371357113949423,-0.2667897451460788
236,2023-10-31,SYN001,1042.513737411351,BULLISH,0.7679235263134869,riding,0.8533884304628366,RIDING_UPPER,SQUEEZE,11.0,True,-15.761376196962903,True,rising,LATE,25,True,2170.5,37.8,FALLING,True,False,True,True,0.05747114538887654,0.18867163140399157,-1.0089382000825875,1.9002850617463984,-3.6963593760686364,-1.0089382000825875,0.18867163140399157
237,2023-11-07,SYN001,1031.9954180734992,BEARISH,-0.775974987646912,near_lower,-0.11868700396863889,MID_BAND_BROKEN,SQUEEZE,0.0,True,-30.62296912023083,False,falling,NONE,30,False,2100.89,26.38,WEAK,True,False,False,False,-0.056501293852417867,0.9829833623358653,2.9388746912415,0.33199487416850637,2.191546778902098,-0.056501293852417867,2.9388746912415
238,2023-11-14,SYN001,1062.324470230033,BULLISH,1.8987400964438608,above_upper,1.8588916785880953,RIDING_UPPER,SQUEEZE,5.0,True,-5.244199494098593,True,rising,LATE,35,True,2097.53,50.93,NEUTRAL,False,False,True,True,-0.1402840084908652,-2.281192155805878,-2.5324541626204455,-5.492275546063253,-2.8203779524004102,-2.5324541626204455,-0.1402840084908652
